startup_name,domain,funding_amount,equity_offered,founders,stage,country,season,deal_status,investor
MetaKart_2778,E‑commerce,80325290,unknown,,Series A,india,4,Funded,Namita
MetaGrow_2779,ai,14319889,unknown,Unknown,Series B,canada,2,No Deal,Namita
NextEdge_2780,fintech,,unknown,2 founders,Angel,India,4,No Deal,Mark
DigitalNest_2781,ai,,,Unknown,Bootstrapped,UAE,,Funded,Aman
InnoFoods_2782,travel,,,,Angel,,4,Offer Withdrawn,Lori
SmartSystems_2783,Health,,unknown,Unknown,Series B,UAE,4,No Deal,Anupam
BrightWorks_2784,Tech,,,2 founders,Series B,uae,,Rejected,Ashneer
AgriHub_2785,ecommerce,14690420,8.18%,1 founder,Angel,canada,3,Funded,Ashneer
TechBridge_2786,health,,unknown,1 founder,Series C,Canada,2,No Deal,Lori
AgriEdge_2787,ai,39357741,,4 founders,Bootstrapped,USA,5,Offer Withdrawn,Vineeta
HealthWave_2788,tech,813173,,3 founders,Series A,canada,3,,Aman
HealthGen_2789,food,,48.37%,2 founders,Bootstrapped,usa,2,Rejected,Ashneer
FreshGrow_2790,E‑commerce,,,2 founders,Pre-Seed,,3,Offer Withdrawn,Mark
AIWorks_2791,Travel,29158062,5.91%,1 founder,Angel,USA,1,Funded,Anupam
FoodMart_2792,AI,73256779,unknown,,Bootstrapped,USA,6,No Deal,Lori
NextSolutions_2793,fashion,,unknown,,Pre-Seed,USA,5,No Deal,Namita
MetaBox_2794,fashion,,unknown,1 founder,Series C,india,5,No Deal,Mark
AgriEdge_2795,Agri,,,2 founders,Seed,,1,Offer Withdrawn,
QuantumCore_2796,,,unknown,3 founders,Series C,India,,Rejected,Peyush
FinGen_2797,AI,,50.73%,1 founder,Pre-Seed,india,2,No Deal,Vineeta
FreshBridge_2798,health,,unknown,,Seed,USA,,Offer Withdrawn,Anupam
FoodPulse_2799,Fashion,,54.69%,3 founders,Pre-Seed,India,3,Funded,Vineeta
DataLabs_2800,Food,,42.49%,2 founders,Series A,canada,7,Offer Withdrawn,Mark
NextGen_2801,AI,,unknown,Unknown,Series B,uk,7,Offer Withdrawn,Mark
HealthLabs_2802,EdTech,,,,Bootstrapped,USA,4,,Anupam
DataKart_2803,tech,,11.19%,2 founders,Seed,USA,6,Offer Withdrawn,Ashneer
FoodSolutions_2804,FinTech,68287967,27.08%,3 founders,Pre-Seed,Canada,,Offer Withdrawn,Ashneer
BrightCore_2805,logistics,,unknown,Unknown,Seed,usa,7,Rejected,Peyush
AgriSystems_2806,edtech,10663097,,,Series B,uk,,Rejected,Vineeta
BrightGen_2807,logistics,,13.62%,2 founders,Pre-Seed,Canada,5,Rejected,
TechBox_2808,edtech,,,3 founders,,India,3,Offer Withdrawn,Ashneer
UrbanWave_2809,FinTech,2668054,13.62%,,Series B,india,,Offer Withdrawn,Anupam
SmartLabs_2810,Travel,,,4 founders,Pre-Seed,India,,Partially Funded,Anupam
TechHub_2811,FinTech,,unknown,,,UAE,4,Offer Withdrawn,Lori
GreenHive_2812,tech,,,,Seed,Canada,5,Partially Funded,Kevin
HealthLabs_2813,tech,26180470,52.28%,,Series C,uk,,Offer Withdrawn,Aman
HealthFoods_2814,ecommerce,,45.01%,3 founders,,,4,Offer Withdrawn,Namita
GreenCore_2815,health,,,,Angel,canada,5,Partially Funded,Aman
QuantumNest_2816,health,,,,Series C,uk,2,Rejected,Barbara
HealthHive_2817,Logistics,18895271,,2 founders,Series A,uae,5,,Aman
DigitalGen_2818,tech,,unknown,4 founders,Series B,Canada,5,,Ashneer
EduWorks_2819,edtech,,,,,india,,Offer Withdrawn,
TechWorks_2820,AI,,,1 founder,Seed,Canada,6,Funded,Barbara
BrightCore_2821,tech,83186954,,4 founders,Series C,uk,2,Rejected,Namita
DigitalPulse_2822,travel,41615843,,,Pre-Seed,usa,,Partially Funded,Namita
EduWave_2823,ai,,,1 founder,Seed,India,6,No Deal,Ashneer
DataHub_2824,travel,,unknown,,,UAE,2,Funded,Peyush
NextNest_2825,edtech,92343625,,1 founder,Series C,,5,No Deal,Mark
DataHive_2826,Fashion,,,,Series A,,7,,Namita
GreenBridge_2827,,,,2 founders,Pre-Seed,usa,4,,Barbara
FoodBridge_2828,AI,,,3 founders,Seed,India,2,Rejected,Vineeta
AISystems_2829,Agri,,,3 founders,Pre-Seed,India,4,Rejected,Namita
QuantumBox_2830,health,,,Unknown,Series A,Canada,1,,Kevin
UrbanLink_2831,food,,,4 founders,Pre-Seed,UAE,,Funded,Lori
FinHub_2832,EdTech,,,3 founders,Series B,,6,No Deal,Lori
QuantumKart_2833,Agri,,0.59%,,Angel,UAE,5,Funded,Anupam
HealthGen_2834,tech,,47.91%,,Angel,canada,3,Partially Funded,Anupam
GreenPulse_2835,ai,,,,Bootstrapped,uae,,Offer Withdrawn,Aman
DataSpark_2836,edtech,20624620,,1 founder,Series C,india,2,No Deal,Aman
EduBridge_2837,Travel,,unknown,1 founder,Seed,India,7,Funded,Anupam
DigitalWave_2838,fashion,58717970,unknown,2 founders,Series B,india,,No Deal,Namita
AICore_2839,health,5144658,55.22%,Unknown,Angel,uk,7,Rejected,
HyperNest_2840,ai,,11.56%,3 founders,Angel,usa,1,Partially Funded,Mark
UrbanHive_2841,E‑commerce,,unknown,,Series B,,1,Offer Withdrawn,Peyush
NextFoods_2842,Tech,,6.54%,2 founders,Angel,uk,3,Funded,Peyush
HealthWorks_2843,Agri,,unknown,,Bootstrapped,usa,6,Funded,
HyperGrow_2844,Food,,,1 founder,,canada,6,Funded,Peyush
DataPulse_2845,Fashion,,,2 founders,Series B,UAE,4,Partially Funded,Peyush
FreshFoods_2846,Fashion,,unknown,3 founders,Series B,India,,,Vineeta
AIWave_2847,Food,,,Unknown,Series A,canada,3,Offer Withdrawn,Mark
QuantumBridge_2848,logistics,,,,Pre-Seed,USA,2,,Peyush
MetaHub_2849,,,31.08%,,Pre-Seed,uae,3,Partially Funded,Ashneer
QuantumGrow_2850,FinTech,,,,Bootstrapped,India,,Partially Funded,Barbara
QuantumCore_2851,food,,unknown,4 founders,Pre-Seed,UAE,,Offer Withdrawn,Barbara
CloudSystems_2852,logistics,,37.49%,,,india,3,,Peyush
NextWorks_2853,Fashion,,40.37%,,Series C,India,7,No Deal,Aman
FinFoods_2854,travel,,,Unknown,Series C,Canada,,Offer Withdrawn,Namita
HyperMart_2855,tech,83079439,,3 founders,Angel,canada,7,Offer Withdrawn,Aman
EduHive_2856,fintech,82858808,unknown,,Bootstrapped,india,7,Rejected,Namita
MetaGen_2857,FinTech,,,3 founders,Bootstrapped,USA,4,,Aman
AgriPulse_2858,Tech,,unknown,,,usa,2,,
CloudBridge_2859,AI,,22.26%,,,uk,,,Kevin
AIKart_2860,FinTech,,unknown,3 founders,Bootstrapped,india,2,Rejected,
BrightKart_2861,Food,,,4 founders,Pre-Seed,uk,,Offer Withdrawn,Kevin
TechGrow_2862,Tech,,unknown,4 founders,Series B,uk,6,Offer Withdrawn,Ashneer
FreshBox_2863,,,,Unknown,Series A,canada,4,,Anupam
UrbanLabs_2864,FinTech,,,,Series C,canada,6,Partially Funded,Anupam
FreshGen_2865,ai,78682462,unknown,Unknown,Pre-Seed,usa,1,No Deal,Namita
GreenNest_2866,,,,2 founders,Bootstrapped,India,5,Rejected,Vineeta
EduWorks_2867,E‑commerce,,,3 founders,Seed,uk,1,,Aman
InnoSolutions_2868,Health,12403531,,4 founders,Series B,UAE,,Partially Funded,Lori
AIHive_2869,travel,99707818,,4 founders,Angel,india,6,,Anupam
MetaWave_2870,Agri,,,,Seed,UAE,2,Partially Funded,Barbara
QuantumLink_2871,tech,82952031,51.25%,1 founder,,UAE,5,Offer Withdrawn,Lori
InnoBox_2872,ai,,,2 founders,Seed,uk,7,Funded,Ashneer
InnoPulse_2873,Travel,,,,Series B,uk,5,Offer Withdrawn,Anupam
CloudWave_2874,edtech,,,1 founder,Bootstrapped,india,4,No Deal,
CloudWave_2875,edtech,,,1 founder,Series C,USA,1,,Barbara
AgriWave_2876,ecommerce,,1.56%,,Seed,Canada,5,,Mark
QuantumBridge_2877,Agri,,,Unknown,Angel,usa,4,Offer Withdrawn,Barbara
NextSystems_2878,tech,,,1 founder,Series B,India,3,Partially Funded,Anupam
HealthGrow_2879,Fashion,,,4 founders,,USA,4,Offer Withdrawn,Peyush
FreshNest_2880,Logistics,18194421,48.37%,4 founders,,india,5,Partially Funded,Barbara
GreenEdge_2881,food,,unknown,,Angel,canada,2,Funded,Peyush
TechCore_2882,Food,,,4 founders,Seed,Canada,2,Rejected,Barbara
EduSolutions_2883,fashion,,unknown,1 founder,Pre-Seed,,3,Offer Withdrawn,Vineeta
QuantumSystems_2884,Travel,,,4 founders,Angel,canada,5,,
HyperHive_2885,FinTech,,,Unknown,,uae,4,Offer Withdrawn,Lori
DigitalGen_2886,fintech,,,,Bootstrapped,usa,7,Funded,Ashneer
FoodHive_2887,travel,,unknown,1 founder,Series A,usa,4,Offer Withdrawn,Mark
FinHub_2888,,97638655,16.45%,2 founders,,,2,Funded,Namita
FinBridge_2889,Tech,,,,Bootstrapped,uae,5,Funded,Mark
CloudHub_2890,logistics,88416734,11.87%,1 founder,,usa,1,Funded,Aman
QuantumHub_2891,ecommerce,,unknown,Unknown,Pre-Seed,India,6,,Barbara
FoodSolutions_2892,Food,,44.62%,Unknown,,Canada,,No Deal,Ashneer
MetaNest_2893,Travel,63301850,58.98%,,Bootstrapped,USA,,Partially Funded,Vineeta
QuantumCore_2894,AI,,,,,india,5,Rejected,Vineeta
DigitalSpark_2895,logistics,91150026,,Unknown,Series B,india,6,Partially Funded,Namita
AgriKart_2896,food,,,2 founders,Bootstrapped,usa,,Offer Withdrawn,Mark
QuantumHive_2897,fashion,56739634,,4 founders,Bootstrapped,Canada,7,Rejected,Lori
EduBridge_2898,tech,74654284,52.66%,4 founders,Seed,uk,4,Rejected,Lori
HyperSpark_2899,Agri,,unknown,,Pre-Seed,USA,2,,Barbara
CloudBridge_2900,AI,,27.86%,4 founders,Pre-Seed,usa,6,Partially Funded,Namita
HealthNest_2901,Logistics,36567005,,,Seed,uk,3,Offer Withdrawn,Anupam
CloudCore_2902,fintech,,,2 founders,Angel,Canada,5,,Mark
UrbanEdge_2903,,,51.65%,Unknown,Series A,UAE,3,No Deal,Namita
DigitalPulse_2904,agri,,unknown,Unknown,Seed,India,5,No Deal,Lori
UrbanWave_2905,AI,5445014,unknown,,Series A,UAE,7,Partially Funded,Barbara
FinLink_2906,agri,,unknown,3 founders,Seed,uk,4,Rejected,Vineeta
GreenSpark_2907,Fashion,,unknown,1 founder,Seed,USA,5,Partially Funded,Ashneer
BrightFoods_2908,Travel,,50.11%,1 founder,Pre-Seed,uae,1,Funded,
FreshCore_2909,Tech,1147872,unknown,1 founder,Bootstrapped,usa,4,,Aman
DataPulse_2910,agri,,,1 founder,Series C,uae,,No Deal,Peyush
InnoWave_2911,AI,1109150,22.70%,,Pre-Seed,,7,,Namita
CloudPulse_2912,logistics,,,Unknown,Series A,usa,1,,Ashneer
FoodFoods_2913,FinTech,15812058,,4 founders,Angel,india,,Offer Withdrawn,Ashneer
QuantumBridge_2914,Travel,,,4 founders,Angel,canada,,,Ashneer
NextGen_2915,E‑commerce,,,3 founders,Pre-Seed,uae,3,Offer Withdrawn,Ashneer
QuantumHive_2916,logistics,,,,Series B,uk,1,Rejected,Aman
SmartCore_2917,Tech,,,2 founders,Series A,uk,2,Rejected,Ashneer
CloudCore_2918,edtech,49583954,,,Bootstrapped,india,4,Partially Funded,Peyush
AgriMart_2919,E‑commerce,,,,Seed,India,,No Deal,Anupam
AgriCore_2920,travel,,,1 founder,Pre-Seed,usa,1,,Ashneer
AgriLink_2921,tech,15439103,,Unknown,,india,3,,Peyush
AILink_2922,Agri,,unknown,,,Canada,4,Rejected,Aman
DigitalSystems_2923,Fashion,,,,Angel,india,1,Rejected,Vineeta
FinLink_2924,health,,,,Seed,india,5,No Deal,Barbara
GreenSystems_2925,Agri,84654991,,4 founders,,India,5,Partially Funded,Anupam
QuantumHive_2926,ai,,28.79%,2 founders,Pre-Seed,india,1,Funded,Lori
AIGen_2927,fintech,,57.81%,,Pre-Seed,Canada,2,Funded,
BrightWave_2928,tech,,,3 founders,Pre-Seed,UAE,,Offer Withdrawn,Aman
HyperBox_2929,logistics,,unknown,Unknown,Series A,Canada,7,Offer Withdrawn,Lori
SmartGrow_2930,E‑commerce,36952507,unknown,4 founders,Series A,Canada,,,Mark
HyperGen_2931,Tech,,,2 founders,,uae,7,Offer Withdrawn,
TechLink_2932,Fashion,,unknown,2 founders,Series B,uk,,,Peyush
AISystems_2933,Food,,,Unknown,Bootstrapped,india,1,Partially Funded,Namita
AgriSpark_2934,EdTech,59922002,,3 founders,Bootstrapped,UAE,2,No Deal,Vineeta
FinBridge_2935,food,63579009,20.32%,3 founders,Series A,india,2,,Barbara
QuantumLabs_2936,tech,,,1 founder,Seed,,,,Mark
SmartFoods_2937,Health,,,3 founders,Angel,canada,1,Offer Withdrawn,Ashneer
FoodPulse_2938,Tech,,unknown,4 founders,Series B,Canada,,No Deal,Barbara
AIBox_2939,fashion,,19.22%,,Pre-Seed,,3,,Ashneer
FoodBox_2940,Logistics,,59.12%,,Angel,usa,3,Rejected,Anupam
CloudGen_2941,fashion,,,Unknown,Series C,usa,,,Kevin
CloudWorks_2942,Fashion,76418904,,,Series A,usa,6,,Vineeta
CloudSolutions_2943,tech,,unknown,,Bootstrapped,,4,Partially Funded,
AgriKart_2944,Tech,48723921,19.62%,,Angel,India,6,Funded,
DigitalLink_2945,AI,,35.09%,,Bootstrapped,canada,4,Offer Withdrawn,Aman
AgriSolutions_2946,food,76162536,20.21%,1 founder,Bootstrapped,usa,3,Partially Funded,Peyush
QuantumPulse_2947,tech,,unknown,1 founder,Pre-Seed,Canada,3,Funded,Ashneer
InnoSpark_2948,AI,,unknown,Unknown,Pre-Seed,india,2,Rejected,Kevin
AgriMart_2949,,33211680,23.26%,,Pre-Seed,india,4,Offer Withdrawn,Lori
MetaHub_2950,agri,,unknown,2 founders,Seed,,5,,Barbara
AIHub_2951,Agri,40781283,,2 founders,Series C,India,,Partially Funded,Peyush
AIGen_2952,Food,,,Unknown,Seed,Canada,1,,Barbara
FoodSpark_2953,travel,,,,,uae,1,Rejected,Peyush
TechNest_2954,Travel,70057703,18.76%,,Bootstrapped,india,2,Partially Funded,Barbara
AILabs_2955,Food,54117305,,,Series C,uk,2,No Deal,Kevin
DigitalFoods_2956,agri,9583418,13.56%,,Angel,uk,1,Rejected,Mark
MetaWave_2957,Travel,8393049,,2 founders,Series A,India,7,Funded,Lori
BrightHub_2958,EdTech,,,4 founders,Series B,canada,1,,Lori
SmartFoods_2959,Travel,,,,Series C,,4,Rejected,Peyush
FreshCore_2960,logistics,,24.75%,,Pre-Seed,USA,5,Rejected,Peyush
AICore_2961,ai,,unknown,2 founders,Pre-Seed,canada,3,Partially Funded,Barbara
AINest_2962,tech,,,2 founders,Series B,india,,Rejected,Peyush
DigitalGen_2963,ecommerce,16503816,,,Series A,india,3,Offer Withdrawn,
FreshSolutions_2964,logistics,81488106,,2 founders,Series C,UAE,6,No Deal,Vineeta
InnoSolutions_2965,health,53168074,,,Bootstrapped,india,3,Funded,Mark
FoodLink_2966,food,,unknown,4 founders,Bootstrapped,USA,,Funded,Kevin
FinWorks_2967,ai,,,,Series C,india,7,Partially Funded,Peyush
GreenLabs_2968,agri,,,3 founders,Pre-Seed,India,1,Funded,Aman
SmartKart_2969,Travel,,7.06%,,Angel,UAE,,Offer Withdrawn,Barbara
FinEdge_2970,EdTech,,,1 founder,Pre-Seed,Canada,3,Offer Withdrawn,Ashneer
AIEdge_2971,ecommerce,,,,Pre-Seed,India,7,Partially Funded,Ashneer
FinNest_2972,Food,,,2 founders,Pre-Seed,India,3,Rejected,Barbara
NextFoods_2973,agri,,,2 founders,Pre-Seed,Canada,1,Offer Withdrawn,Kevin
HealthFoods_2974,Travel,,,2 founders,Angel,USA,2,Offer Withdrawn,Anupam
FinFoods_2975,Tech,,24.14%,Unknown,,canada,3,,Kevin
FinWorks_2976,logistics,77279248,unknown,4 founders,Series B,UAE,2,Rejected,
MetaKart_2977,Agri,,,1 founder,Seed,canada,2,Funded,Aman
DataHive_2978,edtech,12428005,2.62%,3 founders,Series B,,4,Partially Funded,Vineeta
HyperWorks_2979,ai,15028431,unknown,4 founders,Pre-Seed,UAE,3,,Kevin
HyperLink_2980,ecommerce,,,2 founders,Pre-Seed,UAE,6,Partially Funded,
InnoGrow_2981,AI,46949601,14.14%,1 founder,Angel,,2,Partially Funded,Peyush
InnoSolutions_2982,tech,,,,Series B,uae,2,Funded,Namita
GreenSpark_2983,Tech,,,Unknown,Series C,india,,Partially Funded,Ashneer
MetaHub_2984,ecommerce,,,2 founders,,UAE,7,Rejected,Aman
DataGen_2985,food,,,4 founders,Series A,UAE,7,Offer Withdrawn,
AIHub_2986,FinTech,,17.69%,Unknown,Angel,india,1,Funded,Namita
FreshLink_2987,travel,,,2 founders,Bootstrapped,uae,,No Deal,Peyush
FinSpark_2988,travel,56833215,,4 founders,Angel,UAE,6,Offer Withdrawn,
MetaSpark_2989,edtech,52100881,unknown,4 founders,,Canada,1,Partially Funded,Aman
MetaWave_2990,AI,,,1 founder,Series A,uk,,,Ashneer
AIGrow_2991,Tech,28663783,unknown,,Series C,USA,4,Partially Funded,Mark
FreshCore_2992,tech,29040972,,Unknown,Series A,Canada,,Rejected,Peyush
AISystems_2993,tech,,unknown,2 founders,Bootstrapped,,7,Rejected,Mark
CloudMart_2994,fintech,14135707,,1 founder,Seed,usa,6,No Deal,Namita
HyperBridge_2995,fintech,,,,Bootstrapped,USA,,Partially Funded,Lori
GreenGrow_2996,food,,,4 founders,Series C,usa,2,Offer Withdrawn,Peyush
UrbanMart_2997,Logistics,,unknown,3 founders,,USA,1,Partially Funded,Aman
SmartWorks_2998,agri,,,Unknown,Angel,,2,,Barbara
AILabs_2999,Tech,,22.52%,1 founder,Bootstrapped,uk,,No Deal,Anupam
QuantumNest_3000,agri,17263282,unknown,Unknown,Pre-Seed,usa,2,Funded,Kevin
InnoFoods_3001,fintech,,45.98%,4 founders,Series A,UAE,2,Rejected,Namita
SmartCore_3002,edtech,,34.10%,Unknown,Series C,canada,1,Offer Withdrawn,Barbara
TechNest_3003,ecommerce,,,,Angel,usa,6,Funded,Mark
HealthLabs_3004,edtech,,25.35%,,Pre-Seed,uk,,Partially Funded,Ashneer
MetaHub_3005,Fashion,,,,,india,,Partially Funded,Kevin
MetaHub_3006,AI,,,2 founders,Seed,UAE,7,,Kevin
TechPulse_3007,Fashion,,,2 founders,Seed,india,4,Funded,Peyush
AILink_3008,fintech,,unknown,,Angel,usa,5,,Barbara
UrbanGrow_3009,E‑commerce,25762581,,4 founders,Bootstrapped,usa,,,Peyush
UrbanKart_3010,fintech,77223279,unknown,,Bootstrapped,India,7,Partially Funded,Peyush
HyperSolutions_3011,travel,,26.88%,3 founders,Bootstrapped,India,7,,Mark
FoodCore_3012,Travel,51576541,,2 founders,,UAE,7,Rejected,Kevin
HyperSystems_3013,ecommerce,,,,Pre-Seed,india,3,Offer Withdrawn,Namita
GreenLabs_3014,Agri,,13.30%,,Series A,UAE,5,Offer Withdrawn,Ashneer
MetaGen_3015,agri,,,1 founder,Series A,USA,,Funded,
BrightFoods_3016,fashion,,,3 founders,Bootstrapped,uae,5,Rejected,Namita
FreshSolutions_3017,edtech,36362354,,3 founders,Angel,UAE,2,,Barbara
UrbanGrow_3018,logistics,1828563,,4 founders,Seed,usa,5,Partially Funded,Namita
SmartMart_3019,Health,71816661,53.50%,2 founders,,uk,3,Rejected,Anupam
QuantumNest_3020,Agri,37824826,unknown,,Angel,UAE,7,No Deal,Barbara
SmartKart_3021,logistics,,51.07%,,Bootstrapped,canada,2,Offer Withdrawn,Kevin
CloudEdge_3022,logistics,,unknown,,Bootstrapped,canada,2,Rejected,Anupam
BrightLink_3023,fintech,,,3 founders,Series A,india,2,Funded,Peyush
EduCore_3024,Tech,,unknown,,,,2,Rejected,Lori
FinSolutions_3025,edtech,,39.15%,,Series B,canada,6,,Barbara
HealthLink_3026,,,,,Series C,canada,2,Partially Funded,Anupam
MetaBridge_3027,Travel,72316367,,3 founders,,india,,Partially Funded,Lori
FinSpark_3028,Logistics,,unknown,Unknown,Pre-Seed,usa,5,,Mark
FinBox_3029,health,,31.31%,3 founders,Pre-Seed,Canada,6,Offer Withdrawn,Vineeta
FreshNest_3030,ai,,unknown,,Series B,uae,5,No Deal,Namita
FinSystems_3031,Health,,,Unknown,,Canada,,Partially Funded,Mark
CloudHub_3032,Travel,13986998,unknown,Unknown,Seed,canada,2,,Vineeta
FoodLabs_3033,Agri,,32.12%,1 founder,Pre-Seed,India,5,Partially Funded,Anupam
TechNest_3034,EdTech,,19.57%,2 founders,Series B,Canada,,,Lori
TechCore_3035,Agri,,10.34%,3 founders,Bootstrapped,india,,No Deal,Peyush
GreenSolutions_3036,food,65209883,56.77%,1 founder,Angel,india,,Funded,Aman
GreenLabs_3037,Travel,49113570,,3 founders,,usa,6,No Deal,Anupam
FreshBox_3038,AI,,,1 founder,Series C,uae,,Partially Funded,Lori
AIFoods_3039,tech,20663737,unknown,,Seed,usa,,Offer Withdrawn,Lori
DataLink_3040,health,,,,Seed,India,7,No Deal,Vineeta
InnoSystems_3041,Logistics,,48.52%,Unknown,Seed,USA,2,No Deal,Namita
UrbanFoods_3042,logistics,,unknown,4 founders,Bootstrapped,uae,4,,Ashneer
DigitalSpark_3043,EdTech,,,1 founder,Series B,Canada,7,Partially Funded,Aman
QuantumGrow_3044,health,,,4 founders,,Canada,4,Rejected,Kevin
DigitalLink_3045,food,,,4 founders,Pre-Seed,india,,No Deal,Lori
SmartKart_3046,Health,,,Unknown,,uk,4,Rejected,Kevin
QuantumBridge_3047,health,,unknown,Unknown,Series A,india,5,Offer Withdrawn,Anupam
InnoGen_3048,tech,,,4 founders,Series A,USA,7,,Barbara
MetaBox_3049,tech,,34.47%,,Pre-Seed,,7,No Deal,Namita
AIFoods_3050,travel,,51.94%,1 founder,Series B,USA,,Funded,
TechHive_3051,Agri,,,1 founder,Series A,,6,Rejected,Aman
FoodEdge_3052,agri,,15.38%,2 founders,Series B,,3,Partially Funded,Lori
MetaWave_3053,fintech,,,4 founders,Bootstrapped,usa,5,No Deal,Aman
SmartGrow_3054,edtech,,,,Seed,Canada,,Partially Funded,Barbara
SmartPulse_3055,travel,,56.40%,2 founders,Series C,India,4,Partially Funded,Mark
HealthKart_3056,Agri,,21.04%,1 founder,Series C,uae,5,Offer Withdrawn,
FreshFoods_3057,travel,,unknown,4 founders,Bootstrapped,canada,1,Offer Withdrawn,Vineeta
SmartKart_3058,FinTech,,,2 founders,Bootstrapped,uae,,Rejected,Mark
SmartKart_3059,Food,,2.01%,3 founders,Angel,usa,,,
FoodSolutions_3060,ecommerce,,16.37%,,Series C,India,4,Funded,Peyush
HealthWave_3061,Food,,,Unknown,,USA,1,No Deal,Kevin
SmartFoods_3062,,,,,Series A,Canada,5,Offer Withdrawn,
AIGrow_3063,health,372995,,Unknown,,USA,5,Offer Withdrawn,Lori
DataWave_3064,Food,,,4 founders,Series C,UAE,5,Funded,Lori
HyperWorks_3065,Fashion,,,Unknown,Seed,USA,1,Rejected,Ashneer
InnoHive_3066,AI,,unknown,Unknown,Series B,India,4,Offer Withdrawn,Anupam
QuantumWorks_3067,Health,,,1 founder,Seed,India,2,Partially Funded,Kevin
GreenEdge_3068,tech,,,4 founders,Bootstrapped,uk,5,,Aman
BrightWorks_3069,Travel,,,Unknown,Series A,Canada,5,Offer Withdrawn,Kevin
FinBridge_3070,fintech,,,,Series B,USA,7,Rejected,Barbara
NextPulse_3071,ecommerce,,,2 founders,Series A,,4,No Deal,Peyush
GreenLink_3072,fashion,,,,Series B,Canada,,Partially Funded,Aman
FinPulse_3073,travel,97524075,,3 founders,Series B,uae,,Funded,
AIFoods_3074,AI,,,2 founders,Pre-Seed,canada,2,Partially Funded,Namita
QuantumSolutions_3075,travel,47447005,,3 founders,Pre-Seed,USA,3,Offer Withdrawn,Mark
FoodWave_3076,ai,,,,Series A,USA,4,,Vineeta
NextPulse_3077,Fashion,,,,Series C,india,4,,Mark
CloudSolutions_3078,travel,,,,Pre-Seed,Canada,1,No Deal,Lori
HyperGen_3079,EdTech,,,4 founders,Angel,uae,7,Funded,Namita
DataMart_3080,AI,,,,Pre-Seed,uk,6,No Deal,Mark
FreshHive_3081,ai,,8.18%,1 founder,Bootstrapped,UAE,5,,Namita
HealthEdge_3082,ecommerce,,unknown,2 founders,,UAE,,Offer Withdrawn,Vineeta
CloudSystems_3083,Logistics,,,3 founders,Series B,,6,Offer Withdrawn,Vineeta
DataSpark_3084,agri,,,1 founder,Bootstrapped,Canada,7,No Deal,Namita
FreshSystems_3085,Fashion,,,4 founders,Series C,uk,,Partially Funded,
TechEdge_3086,AI,,,4 founders,Pre-Seed,usa,,Partially Funded,Barbara
EduSystems_3087,travel,,,,Series B,USA,2,No Deal,Barbara
UrbanBridge_3088,fintech,,,3 founders,Series A,canada,4,Rejected,Lori
FinLabs_3089,ecommerce,,,3 founders,Series A,india,6,Funded,Mark
FinSpark_3090,Travel,,unknown,3 founders,Series B,uk,3,No Deal,Peyush
InnoLabs_3091,logistics,1310827,unknown,3 founders,Series B,usa,3,Rejected,Mark
DigitalPulse_3092,EdTech,,40.11%,,Seed,canada,6,Funded,Namita
MetaLabs_3093,E‑commerce,,,,Series C,usa,7,,Vineeta
HyperWave_3094,logistics,91274296,,,Series B,uk,4,Partially Funded,Barbara
NextWave_3095,Agri,,unknown,,Pre-Seed,UAE,1,Offer Withdrawn,
MetaLabs_3096,FinTech,,,2 founders,Seed,uk,2,Offer Withdrawn,Lori
DigitalGen_3097,ecommerce,50018912,,,Bootstrapped,india,,Funded,Vineeta
FinGrow_3098,,,,1 founder,Bootstrapped,Canada,1,No Deal,Kevin
InnoWorks_3099,food,,,1 founder,Series C,uk,4,Rejected,Aman
DigitalLabs_3100,fintech,,51.62%,2 founders,Pre-Seed,USA,3,No Deal,Barbara
FoodWave_3101,EdTech,,,1 founder,Angel,usa,4,Partially Funded,Vineeta
EduMart_3102,logistics,,unknown,,Bootstrapped,usa,6,Offer Withdrawn,Namita
SmartBridge_3103,health,,unknown,Unknown,,uae,7,Offer Withdrawn,Ashneer
HyperNest_3104,EdTech,96469021,unknown,,Series C,,1,,Barbara
BrightSystems_3105,ecommerce,,,3 founders,Seed,India,7,No Deal,Peyush
TechSolutions_3106,Food,,45.36%,3 founders,Seed,canada,,No Deal,Ashneer
FinGrow_3107,FinTech,,,4 founders,Series A,,2,Rejected,Barbara
FreshBox_3108,Food,,,,Series B,USA,1,No Deal,Lori
UrbanGen_3109,fintech,,,4 founders,Series C,uk,4,No Deal,
HyperSystems_3110,E‑commerce,,,2 founders,,canada,2,Rejected,Vineeta
MetaNest_3111,agri,,,3 founders,Bootstrapped,canada,1,No Deal,Lori
TechKart_3112,tech,85125650,,,,usa,,Funded,Aman
EduLabs_3113,fintech,,unknown,,,,,,Lori
UrbanNest_3114,Fashion,,unknown,,Pre-Seed,usa,6,Offer Withdrawn,Ashneer
UrbanMart_3115,fintech,,,2 founders,Series A,Canada,5,No Deal,Peyush
DataHive_3116,Travel,,40.51%,Unknown,Bootstrapped,usa,2,Offer Withdrawn,Ashneer
MetaFoods_3117,Fashion,17297975,,,Angel,canada,3,Offer Withdrawn,
QuantumHive_3118,EdTech,,,2 founders,Series A,uae,2,Offer Withdrawn,Anupam
HyperBox_3119,tech,,,Unknown,Series B,usa,,Partially Funded,
InnoHive_3120,travel,,17.77%,,Series B,Canada,5,Partially Funded,Namita
